OPEN-2	L105	exact:fe41805b7ce36b6424101b9dc512a045	Within a bounded look-ahead window over the waiting queue, admit requests whose prefix is alrea
OPEN-2	L106	NOT-FOUND	Two new scheduler options, both off by default: --cache-aware-admission-window N, default 0 ...
OPEN-2	L106	exact:fe41805b7ce36b6424101b9dc512a045	It requires the fcfs policy. Positional reordering is meaningless in a priority heap
OPEN-3	L109	exact:7ad2d1fc586cba16b4d077fa82abdcc7,exact:93d489c75c95434772efa37d9	enable_prefix_caching=True
OPEN-3	L112	exact:93d489c75c95434772efa37d9de4311e	enable_prefix_caching=True but zero hits for any shared prefix shorter than one attention block
OPEN-3	L113	NOT-FOUND	 on hybrid checkpoints with auto-selected attention block sizes of 2096 and 1920 tokens, gets n
OPEN-3	L113	NOT-FOUND	shared prefix that is too short to be cached
OPEN-4	L117	exact:7d879d8dcc1c033817a4eb65d5b5c3fb	[Docs] Explain how to measure prefix cache effectiveness
OPEN-4	L119	exact:7d879d8dcc1c033817a4eb65d5b5c3fb	The Automatic Prefix Caching guide explains where APC helps, but does not currently tell operat
OPEN-4	L120	NOT-FOUND	does prefix caching pay off for agentic traffic
OPEN-4	L120	exact:7d879d8dcc1c033817a4eb65d5b5c3fb	This guidance is informed by an isolated prefix-cache experiment in which a 94.59% full-block t
OPEN-4	L120	exact:1ab5e5fb16e855e1e12f9575efb152ef	[Doc]: --prefix-match-unit and the default match granularity are undocumented
OPEN-4	L120	NOT-FOUND	Spent longer than I'd like to admit chasing a 0% prefix cache hit rate that turned out to be co
OPEN-5	L124	exact:9aaee87d3cefb890e3103acc079cdf0f	benchmark: add reproducible prefix-cache hit-rate evaluation
OPEN-5	L126	exact:9aaee87d3cefb890e3103acc079cdf0f	Prefix-hit-aware benchmarking is essential for evaluating real agent workloads, where repeated 
OPEN-5	L127	exact:9aaee87d3cefb890e3103acc079cdf0f	`sglang.bench_serving` can generate shared-prefix requests and report cached tokens, but it pre
OPEN-5	L127	exact:9aaee87d3cefb890e3103acc079cdf0f	Selecting which HiCache tier serves a hit. Trace-driven prefix lifetime simulation. Multi-turn 
OPEN-6	L131	exact:6b843b43753607cc881ed0be615ae3ed	[Mamba] Thin cached states by coverage instead of evicting the LRU tail
OPEN-6	L133	exact:6b843b43753607cc881ed0be615ae3ed	[Mamba] Thin cached states by coverage instead of evicting the LRU tail
OPEN-6	L134	exact:6b843b43753607cc881ed0be615ae3ed	On a hybrid Mamba/GDN model every chunked-prefill boundary donates one Mamba state into the rad
OPEN-6	L134	exact:6b843b43753607cc881ed0be615ae3ed	#36935 (and the LRU-pressure half of #30314's discussion)
OPEN-6	L134	exact:2d0387da5b29b872e889bcb82362800c,exact:60779062fde488b43aa3b9e5f	Fix hybrid session references after an empty terminal cache insert
OPEN-6	L134	exact:60779062fde488b43aa3b9e5f61e3812	Follow-up correctness fix for the session-reference support in #29173, not a new retention poli
OPEN-7	L138	exact:html_2607_08032	What to Keep, What to Forget: A Rate-Distortion View of Memory Compaction in LLMs and Agents
OPEN-7	L140	exact:0e789cd06b29fa24cfc2dd06c4a872e6,exact:html_2607_08032	And while compression is measured carefully on single-turn long context, the repeated compactio
OPEN-7	L141	exact:html_2607_08032	KV eviction, quantization, prompt compression, and summarization on one budget axis and measure
OPEN-7	L141	NOT-FOUND	is not a set of proven laws: distortion surrogates are not additive and composition order matte
OPEN-7	L141	exact:html_2607_08032	a predictive compression scaling law
OPEN-8	L145	exact:db61d43142ba8f372fb058e83b1777b7	[#16251][feat] KV cache manager v1: add disk (L3) tier with per-request retention TTL
OPEN-8	L147	exact:db61d43142ba8f372fb058e83b1777b7	KV cache manager v1: add disk (L3) tier with per-request retention TTL
OPEN-9	L154	exact:7ad2d1fc586cba16b4d077fa82abdcc7	EAGLE/MTP prefix-cache last-block drop causes a 1,648-token recompute per hit on one hybrid Qwe
OPEN-9	L155	NOT-FOUND	EAGLE/MTP block drop + prefix caching is untested for hybrid models with ≥3 attention groups
ABANDONED-1	L162	exact:d1700178429f954901948a78839cfa1f	[RFC] feat(context): ACE — Attention-Weighted Context Eviction for multi-turn tool results
ABANDONED-1	L165	exact:d1700178429f954901948a78839cfa1f	Withdrawing this: I measured it against doing nothing, and it lost Closing this rather than lea
ABANDONED-1	L168	exact-loose:d1700178429f954901948a78839cfa1f	answer F1 full context, uncompressed 22.56 tail truncation 6.62 this PR's scorer 6.07 BM25, end
ABANDONED-1	L168	exact:d1700178429f954901948a78839cfa1f	The attention signal was the wrong thing to chase. #36311 was closed within hours on the observ
ABANDONED-1	L168	exact:d1700178429f954901948a78839cfa1f	Every version was validated against my previous version. Four generations, each an honest win o
ABANDONED-2	L174	exact:3c14c597e5414ba718b7f4a9f0776f72	Closing this for now. I will ask @erictsai-nv to continue working on this when he is back.
ABANDONED-2	L177	exact:3c14c597e5414ba718b7f4a9f0776f72	Reuses ALL_REUSABLE V2 decode KV cache across turns
ABANDONED-2	L177	exact:3c14c597e5414ba718b7f4a9f0776f72	Commits only the stable generation prefix after sampling state and speculative KV relocation
ABANDONED-2	L177	exact:3c14c597e5414ba718b7f4a9f0776f72	Excludes the newest sampled token until its KV is materialized
ABANDONED-2	L177	exact:3c14c597e5414ba718b7f4a9f0776f72	Preserves prompt-only reuse for draft caches and compression-managed history.
ABANDONED-2	L177	exact:3c14c597e5414ba718b7f4a9f0776f72	One beam-search edge case: the generation commit size is derived from request.max_beam_num_toke
ABANDONED-3	L180	exact:0102baaa1ef0f66dadfcd30f0a3c498c,exact:html_2510_18672	Reasoning Language Model Inference Serving Unveiled: An Empirical Study
ABANDONED-3	L183	exact:html_2510_18672	However, for 7B models, prefix caching negatively impacts efficiency, leading to increased late
ABANDONED-3	L186	exact:html_2510_18672	5.3 Is Prefix Caching Useful for Contributing Efficient RLLM Serving?
ABANDONED-3	L186	exact:0102baaa1ef0f66dadfcd30f0a3c498c,exact:html_2510_18672	model quantization methods and speculative decoding can improve service system efficiency with 
ABANDONED-3	L186	exact:html_2510_18672	We find that for sufficiently large RLLMs (14B and above), prefix caching significantly improve
ABANDONED-3	L186	exact:html_2510_18672	Table 14: Results of RLLM-7B without Prefix Cache
ABANDONED-3	L186	exact:html_2510_18672	All of our experiments are running on three devices: a server with 8 RTX A6000 GPUs with 48GB V
ABANDONED-3	L186	NOT-FOUND	vLLM version 0.8.1 and SGLang version 0.4.6.post1
ABANDONED-3	L186	exact:html_2510_18672	our hardware resources were limited, and we aim to extend our evaluations to a wider range of h
ABANDONED-4	L192	exact:078ac69c93ede998d9e5b5d73a3cf33e	Having built the mechanism, we test the premise it rests on and report an honest negative resul
ABANDONED-4	L195	exact:078ac69c93ede998d9e5b5d73a3cf33e	The reserve also dilutes under tensor parallelism, from 16% of KV at TP1 to 2.7% at TP4.
ABANDONED-4	L195	exact:html_2608_23658	All measurements are on a single NVIDIA A100-SXM4-40GB, Qwen2.5-7B-Instruct in float16, vLLM 0.
ABANDONED-4	L195	exact:078ac69c93ede998d9e5b5d73a3cf33e,exact:html_2608_23658	works with CUDA graphs and prefix caching
ABANDONED-5	L198	exact:0d61286d4f1f39c90399214fffb23e64,exact:html_2608_00902	Practical Online KV Cache Compaction for LLM Agents: An Empirical Study
ABANDONED-5	L201	exact:0d61286d4f1f39c90399214fffb23e64,exact:html_2608_00902	Experiments on BrowseComp-Plus and WideSearch show that immediate compaction often hurts perfor
ABANDONED-5	L204	exact:0d61286d4f1f39c90399214fffb23e64,exact:html_2608_00902	most prior methods assume a static context where future queries are known or can be approximate
ABANDONED-5	L204	exact:0d61286d4f1f39c90399214fffb23e64,exact:html_2608_00902	Across models at different scales, TE preserves most of the accuracy while reducing KV cache by
ABANDONED-6	L210	exact:7712abe45b1e78262acf5351300b6516	Anthropic SDK clients (e.g. Claude Code) include an `x-anthropic-billing-header` block in the s
ABANDONED-6	L210	exact:7712abe45b1e78262acf5351300b6516	x-anthropic-billing-header
ABANDONED-6	L213	NOT-FOUND	changing system prompt kills cross-turn KV reuse
ABANDONED-6	L213	exact:7712abe45b1e78262acf5351300b6516	In testing with Claude Code + Kimi-K2.5 (MLA, 262K context), this improved prefix cache hits fr
ABANDONED-6	L213	exact:7712abe45b1e78262acf5351300b6516	Test that per-request x-anthropic-billing-header blocks are excluded from the system message du
ABANDONED-7	L215	exact:25a66fd1743a6158b861988f02693985	[Mamba] enable prefix cache by default
ABANDONED-7	L219	exact:25a66fd1743a6158b861988f02693985	The PR removed the and not model_config.is_hybrid guard in _set_default_chunked_prefill_and_pre
ABANDONED-7	L219	exact-loose:25a66fd1743a6158b861988f02693985	 mode asserts scheduler_config.enable_chunked_prefill. Any hybrid-model configuration that expl
ABANDONED-7	L222	NOT-FOUND	shared-prefix dedup within one engine
ABANDONED-7	L222	exact:25a66fd1743a6158b861988f02693985	Turning prefix caching on by default routes hybrid models through HybridKVCacheCoordinator, whi
ABANDONED-7	L222	exact:25a66fd1743a6158b861988f02693985	AssertionError: Each KV cache group's real block_size must be divisible by hash_block_size. blo
ABANDONED-8	L228	NOT-FOUND	This issue has been automatically closed due to inactivity. Please feel free to reopen if you f
ABANDONED-8	L231	exact:dc5705eb620c550590730cb401b7718a	We propose Tail-Optimized LRU (T-LRU), a lightweight modification to vLLM's existing LRU prefix
ABANDONED-8	L231	NOT-FOUND	Tail-Optimized Caching for LLM Inference ... NeurIPS 2025. arXiv: https://arxiv.org/abs/2510.15
ABANDONED-8	L231	exact:dc5705eb620c550590730cb401b7718a	vLLM's current eviction policy is LRU. LRU maximizes cache-hit rate but is conversation-length 
ABANDONED-9	L234	exact:d2cda3ee2839afebecafd9c254e502d0	[Performance]: cache system prompt token ids
ABANDONED-9	L237	NOT-FOUND	This issue has been automatically closed due to inactivity. Please feel free to reopen if you f
ABANDONED-9	L240	NOT-FOUND	KV reuse across turns with a stable system prompt
ABANDONED-9	L240	exact:d2cda3ee2839afebecafd9c254e502d0	As system prompt can be very long now, tokenize the system prompt can be slow. Using H20, token
ABANDONED-9	L240	NOT-FOUND	In apply_hf_chat_template method we can separate the system prompt from other prompts... In _no
ABANDONED-9	L240	NOT-FOUND	 under Misc discussion, and the page shows 
ABANDONED-10	L243	exact:76cc0dffc4e5b7c9b208f2238b37e270	Software engineer at Meta in production ML serving infrastructure
ABANDONED-10	L245	NOT-FOUND	 after a feedback period that never produced a PR — page metadata reads 
ABANDONED-10	L246	NOT-FOUND	This issue has been automatically marked as stale because it has not had any activity within 90
ABANDONED-10	L249	NOT-FOUND	prefix caching exists but is not scheduled for
ABANDONED-10	L249	exact:76cc0dffc4e5b7c9b208f2238b37e270	vLLM has block-level prefix caching (docs), but the V1 scheduler admits waiting requests in pri
ABANDONED-10	L249	exact:76cc0dffc4e5b7c9b208f2238b37e270	sglang's RadixAttention scheduling reports 10–30% throughput uplift on multi-turn / RAG / agent
ABANDONED-10	L249	exact:76cc0dffc4e5b7c9b208f2238b37e270	Token-level radix tree (sglang's approach). Rejected: clashes with vLLM's committed block-level
ABANDONED-11	L255	NOT-FOUND	This issue has been automatically closed due to inactivity. Please feel free to reopen if you f
ABANDONED-11	L258	NOT-FOUND	what breaks cross-turn reuse when the engine's reused state is not pure KV
ABANDONED-11	L258	exact:5efaddc66166b4d7241b45c7acc233c8	Prefix caching is comparatively clean for transformer KV state because the cache object and the
ABANDONED-11	L258	exact:5efaddc66166b4d7241b45c7acc233c8	Before the fix, repeated replay was fast but wrong: cache hits were real and TTFT collapsed, bu
ABANDONED-11	L258	exact:5efaddc66166b4d7241b45c7acc233c8	Public vLLM docs already describe hybrid cache coordination and still note that Mamba-style pre
ABANDONED-12	L264	exact:3ca58d0c7039bdd8181bf6cae27e765b	Please hold on until bug reporter's response. It's a design choice. It uses more D2H bandwidth 
ABANDONED-12	L267	exact:3ca58d0c7039bdd8181bf6cae27e765b	an enable_inclusive_host_cache configuration flag propagated from KvCacheConfig through KV cach
ABANDONED-12	L267	exact:3ca58d0c7039bdd8181bf6cae27e765b	shadow-slot retention on CommittedPage and reuse/reclamation logic during migration and evictio
ABANDONED-13	L273	exact:cad81914c1f02ef6ba073b3494ff1a9b	Superseded — split into a stacked series and closed. The same change, byte-for-byte, now lands 
ABANDONED-13	L276	NOT-FOUND	The router's in-process radix tree applies every BlockRemoved as a full removal... So a pod los
ABANDONED-13	L276	exact:cad81914c1f02ef6ba073b3494ff1a9b	Observed consequence on a hierarchical-cache fleet: every prefix became unroutable after one de
ABANDONED-14	L279	exact:3660e2d537dd58fdfbd1bbe62ba7aca9,exact:html_2601_14279	On the Limits of Learned Importance Scoring for KV Cache Compression
ABANDONED-14	L282	exact:3660e2d537dd58fdfbd1bbe62ba7aca9,exact:html_2601_14279	Despite architectural sophistication (multi-horizon lookahead, cross-attention), SIP does not o
ABANDONED-14	L285	exact:3660e2d537dd58fdfbd1bbe62ba7aca9,exact:html_2601_14279	Key findings: (1) position-based heuristics (keep first 4 + last N tokens) match or exceed lear
ABANDONED-15	L288	exact:f6cac870d600f684aa5ceffe2edee519,exact:html_2608_20397	Nexus: Depth-Adaptive KV-Cache Splicing and Retrieval-Decoupled Tool Routing for Agentic LLMs o
ABANDONED-15	L291	exact:f6cac870d600f684aa5ceffe2edee519	Two negative results bound the design: the off-anchor RoPE fidelity boundary, and the failure o
ABANDONED-15	L294	NOT-FOUND	As a secondary, bounded lever we transplant a compiled schema KV block directly into the live c
ABANDONED-15	L294	exact:html_2608_20397	All benchmarks were executed on an Apple M4 Max SoC (16-core CPU, 40-core GPU, 16-core Neural E
ABANDONED-16	L297	exact:07a5e86a114f0c2976991979fbdeb4db,exact:html_2606_04557	Cartridges at Scale: Training Modular KV Caches over Large Document Collections
ABANDONED-16	L300	exact:07a5e86a114f0c2976991979fbdeb4db,exact:html_2606_04557	A critical limitation of this approach is that cartridges are monolithic and non-compositional:
ABANDONED-16	L303	exact:07a5e86a114f0c2976991979fbdeb4db,exact:html_2606_04557	a training framework for scalable multi-cartridge learning with dynamic distractor mixing and a
ABANDONED-16	L303	exact:07a5e86a114f0c2976991979fbdeb4db,exact:html_2606_04557	Oracle cartridge accuracy falls within 2-6 points of full in-context learning even at high comp
ABANDONED-17	L306	exact:df77b5b9eb0a17311982d4106787e39b,exact:html_2605_09490	Not All Thoughts Need HBM: Semantics-Aware Memory Hierarchy for LLM Reasoning
ABANDONED-17	L309	exact:df77b5b9eb0a17311982d4106787e39b	The dominant response -- permanently evicting low-importance tokens -- is catastrophic for reas
ABANDONED-17	L312	exact:df77b5b9eb0a17311982d4106787e39b	A head-to-head reproduction of R-KV -- the current SOTA eviction method -- on our setup achieve
ABANDONED-17	L312	exact:df77b5b9eb0a17311982d4106787e39b,exact:html_2605_09490	With only 3% eviction, the hierarchy retains 91% of full-cache accuracy on GSM8K and 71% on MAT
ABANDONED-18	L315	exact:81e64b049ba8a6143ce02c36fc4745bf,exact:html_2609_11744	Building py-kvcache: A Performance Characterization of External KV Caching for vLLM with NVMe S
ABANDONED-18	L318	exact:81e64b049ba8a6143ce02c36fc4745bf,exact:html_2609_11744	Bailian trace replays improve TTFT on a weaker GPU, but on an H100 the average request falls be
ABANDONED-18	L321	exact:html_2609_11744	Their average request length is below the measured 6,203 token SSD break-even point for Qwen3 4
ABANDONED-18	L321	NOT-FOUND	External caching is not automatically beneficial, since a cache hit replaces GPU prefill comput
ABANDONED-18	L321	exact:81e64b049ba8a6143ce02c36fc4745bf,exact:html_2609_11744	LongBench and SCBench show that these benefits extend to irregular prefix chains and multi-turn
ABANDONED-19	L326	exact:202a418ac94dfcb8df3151dd312ed840	rexxy-sasori wants to merge 17 commits into sgl-project:main
HW-1	L339	exact:html_2608_14624	Testbed. We run experiments on a server with eight NVIDIA RTX PRO 6000 Blackwell GPUs, each wit
HW-1	L339	exact:html_2608_14624	CacheScout on Qwen3-235B-A22B-FP8 (tensor parallelism over four H200 GPUs).
HW-1	L341	exact:532e3076254023ff59de4f9c4ec012d1,exact:html_2608_14624	Existing LLM serving systems, however, manage KV-cache reactively using prefix caching and rece
HW-1	L341	exact:html_2608_14624	Agentic workloads interleave LLM generation with external function calls; while a tool runs, th
HW-1	L341	exact:html_2608_14624	a lightweight runtime layer on top of vLLM v0.11 (V1 engine), consisting of approximately 2,300
HW-1	L341	exact:html_2608_14624	five vLLM source files (the block pool, the engine core, the scheduler, and the scheduler- and 
HW-2	L346	exact:html_2604_25899	Testbed. We have evaluated Pythia on a server equipped with two AMD EPYC 7J13 CPUs, 1.7TB of DR
HW-2	L348	exact:4852086e01ee8b8813ff44ebb3bcf038,exact:html_2604_25899	Our analysis of production traces from an agent-serving platform and an internal coding assista
HW-2	L348	exact:html_2604_25899	For example, a worker agent that processes entirely new inputs each time derives minimal benefi
HW-3	L353	exact:html_2509_17396	Measurement Setup. We use a server equipped with 8× NVIDIA A100-40GB (PCIe) GPUs and dual Intel
HW-3	L355	NOT-FOUND	), but the latency and peak-memory claims quoted in the abstract (
HW-4	L360	NOT-FOUND	Table 3: Snellius GPU node configuration. ... Server ThinkSystem SD665-N V3 CPU Dual socket AMD
HW-4	L362	exact:html_2609_11744	the measured 6,203 token SSD break-even point for Qwen3 4B
HW-5	L367	exact:html_2609_02027	Our experiments run Qwen3-8B on five Ascend 910B2 NPUs using a Prefill-Decode disaggregation ar
HW-5	L367	NOT-FOUND	We reserve 40 GB of the prefiller HBM for the KV cache, such that the block capacity is N = 2,2
HW-5	L369	NOT-FOUND	 style ephemerality, only a modest capacity is needed — the paper's framing is 
HW-6	L374	all-fragments:html_2608_25683	Hardware settings. We deploy psRL on a large-scale GPU cluster. Specifically, each node is equi
HW-6	L374	exact:html_2608_25683	For the industrial DTN Agent based on Qwen3-235B, we adopt a larger configuration with DP=4, TP
HW-6	L376	exact:523294f23164316904f87b3301480d1d,exact:html_2608_25683	production traces reveal substantial prefix redundancy across training samples
HW-7	L381	exact-loose:18349c2f29fc98a681f2eadb96246022	We present the Marvell Photonic Fabric Memory Appliance, a photonic-CXL hybrid architecture rep
HW-7	L383	exact:18349c2f29fc98a681f2eadb96246022	Simulation results show that the PF Memory Appliance eliminates cache eviction cliffs by improv
HW-8	L388	exact:html_2608_00902	A.1 Package and Hardware We implement online KV compaction in PyTorch and Hugging Face Transfor
HW-8	L388	exact:html_2608_00902	For Qwen3.5-27B, we measure latency with SGLang 0.5.15.post1, using tensor parallelism of two, 
HW-8	L397	NOT-FOUND	KV reuse across turns with changing system prompts
HW-8	L398	NOT-FOUND	shared-prefix KV deduplication within one engine
HW-8	L401	exact:349c31cce66f32a2af9a03bfa1afcd9e	[srt] Batchable context forwards over cached prefix KV
HW-8	L402	NOT-FOUND	[Feature Request] Pluggable KV cache eviction policy with attention sink protection
HW-8	L410	NOT-FOUND	enable_prefix_caching|prefix_caching_hash_algo|--no-enable-prefix
HW-8	L411	NOT-FOUND	sed -n '100,180p' vllm/config/cache.py
HW-8	L414	NOT-FOUND	head -40 docs/design/prefix_caching.md
HW-8	L415	NOT-FOUND	head -30 docs/features/automatic_prefix_caching.md
HW-8	L415	NOT-FOUND	sed -n '25,140p' docs/features/automatic_prefix_caching.md
HW-8	L416	NOT-FOUND	head -50 docs/features/interleaved_thinking.md
HW-8	L417	NOT-FOUND	head -40 vllm/config/reasoning.py
HW-8	L418	NOT-FOUND	enable_mamba_fine_grained_prefix_cache|enable-mamba-fine-grained
HW-8	L420	NOT-FOUND	 (SGLang tree is a partial checkout: only 3rdparty, assets, benchmark, docker, docs, LICENSE, R
HW-8	L422	NOT-FOUND	export.arxiv.org/api/query
HW-8	L432	NOT-FOUND	) additionally retrieved and grepped for setup sections for: 
HW-8	L435	NOT-FOUND	https://arxiv.org/list/cs.DC/2609
HW-8	L437	NOT-FOUND	api.github.com/search/issues
HW-8	L442	NOT-FOUND	repo:vllm-project/vllm+54607
HW-8	L443	NOT-FOUND	/Users/leihenan/Desktop/myProject/kv_discovery/raw/
HW-8	L446	NOT-FOUND	agentic|multi-turn|tool.call|prefix cach|session
HW-8	L447	NOT-FOUND	 kv_discovery/closing_vllm.txt | grep -i 
HW-8	L459	NOT-FOUND	https://github.com/vllm-project/vllm/blob/main/docs/features/automatic_prefix_caching.md
