seg	id	title	url	evidence	detail
S10	CLOSED-3	KV role flags and the prefiller KV-block lease/heartbeat lifecycle are shipped	https://docs.vllm.ai/en/latest/features/nixl_connector_usage/	READ BODY	Documented flags: "`kv_producer`: For prefiller instances that generate KV caches" and "`kv_consumer`: For decoder instances that consume KV caches from prefiller", with "`kv_role="kv_both"` is deprecated for NixlConnector." The lease mechanism is documented as: "`kv_lease_duration` (via `kv_connector_extra_config`): Lease duration (in seconds) for the prefiller's KV cache blocks. (Optional) Default: 30 ... While the request is queued on the decoder, periodic heartbeats automatically extend the lease. If neither a heartbeat nor a read notification arrives before the lease expires, the blocks are freed." Also shipped: `decoder_kv_blocks_ttl`, "Default: 480", for bidirectional multi-turn transfer.
S10	CLOSED-4	Cross-topology P/D compatibility (hetero TP, block size, layout, dtype) is shipped and gated by a handshake hash	https://docs.vllm.ai/en/latest/features/nixl_connector_compatibility/	READ BODY	The compatibility matrix separates what must match from what may differ. "What must match between P and D — By default, a `compatibility hash` is checked during handshake. P and D instances must agree on: vLLM version and NIXL connector version, Model ..., Attention backend, KV cache dtype (`cache_dtype`), EAGLE/MTP-style speculative method ..., NIXL transfer mode (push vs pull) — a push (WRITE) connector and a pull (READ) connector use incompatible transfer protocols and must never be paired." "What can safely differ between P and D: `tensor-parallel-size` (heterogeneous TP ...), `block-size` (heterogeneous block size ...), Number of KV cache blocks ...". Layout defaults are stated: "NixlConnector defaults to `LBHNC` (head-major, formerly `HND`) layout for optimal transfer performance (non-MLA models)." Dynamic quantization is refused: "`Dynamic quantization` (scales computed at runtime): ❌ Not supported. Per-block scales are not transferred alongside KV cache data."
S10	CLOSED-5	Mamba1 hybrid models were added to NIXL P/D disaggregation	https://github.com/vllm-project/vllm/pull/45019	READ BODY	Merged 2026-06-25 (created 2026-06-09). PR body: "Purpose Add Mamba1 hybrid-model support (e.g. Jamba) to the NIXL connector's conv-state transfer for prefill/decode disaggregation, extending the existing Mamba2/GDN path". Accuracy parity was reported across a TP sweep: "Results Accuracy parity (GSM8K, 5-shot, exact_match strict-match) across the full P_TP × D_TP sweep on an 8×H100 box". Reviewer ZhanqiuHu wrote: "Thanks for the PR! LGTM I think all the changes are safe and clean, but would you mind checking 1p4d and/or 4p1d of Nemotron or Qwen3.5 just to make sure Mamba2/GDN still works?" Note the hardware: an 8×H100 box.
S10	CLOSED-6	Prefill-vs-decode engine-count tuning has shipped, documented guidance	https://docs.dynamo.nvidia.com/dynamo/v-0-8-1/user-guides/tuning-disaggregated-performance	READ BODY	Dynamo's tuning guide has a section "Number of Prefill and Decode Engines" listing three load regimes and states: "At low load, disaggregation would not benefit much as prefill and decode are usually computed separately. It is usually better to use a single monolithic engine." It gives the ratio knob's direction explicitly: "Decrease the total amount of KV cache: Some GPUs are configured as prefill engines whose KV cache is not used in the decode phase. Since Dynamo currently allocates the KV blocks immediately when the decode engine get the requests, it is advisable to use as few prefill engines as possible (even no prefill engine) to maximize the available KV cache in decode engines." It also couples block size to transfer cost: "For block size, if the block size is too small, it leads to small memory chunks in the P->D KV cache transfer and poor performance... For most dense models, we find block size 128 is a good choice." And a live capability gap: "However, chunked prefill is currently not supported in Dynamo (vLLM backend)."
S10	CLOSED-7	The shipped P/D connectors, per engine	https://docs.vllm.ai/en/latest/features/disagg_prefill/	READ BODY	vLLM documents "Now supports 9 types of connectors", listing `ExampleConnector`, `LMCacheConnectorV1` (with `LMCacheMPConnector` multi-process mode), `NixlConnector` ("which support fully async send/recv"), `MooncakeConnector`, `MoRIIOConnector` (ROCm only), `MultiConnector`, `OffloadingConnector`, `FlexKVConnectorV1`. SGLang documents the equivalent: "Currently, we support Mooncake and NIXL as the transfer engine." (https://docs.sglang.ai/advanced_features/pd_disaggregation.html). vLLM also ships a MultiConnector composition example and a `NixlConnector` multi-backend form: `"kv_connector_extra_config":{"backends":["UCX", "GDS"]}`.
S10	CLOSED-8	Disaggregation is officially documented as a latency/tail-ITL tool, not a throughput tool	https://docs.vllm.ai/en/latest/features/disagg_prefill/	READ BODY	The vLLM disaggregated-prefilling page lists the two reasons — "Tuning time-to-first-token (TTFT) and inter-token-latency (ITL) separately" and "Controlling tail ITL" — and then states in a callout: "Disaggregated prefill DOES NOT improve throughput." Dynamo independently reaches the same operating-regime conclusion: "At low load, disaggregation would not benefit much as prefill and decode are usually computed separately. It is usually better to use a single monolithic engine." Both pages are shipped documentation.
S10	CLOSED-9	Overlapping per-layer KV transfer with later-layer prefill was quantified and published (HMA-Serve), whose own limitations undercut the pairing	https://arxiv.org/abs/2606.29986	READ BODY	HMA-Serve publishes a "compute-transfer pipeline that overlaps each layer's KV cache transfer with later-layer prefill to reduce time-to-first-token (TTFT)" and "deferred dequantization, shipping raw quantized bytes and reconstructing them lazily on the decode GPU to reduce network bandwidth and HBM usage." Treated as CLOSED because the overlap technique is published with measured results; its hardware is entirely out of reach for this researcher (see HW-2), and its cross-vendor premise is itself a limitation of the technique.
S10	CLOSED-10	Reducing transferred bytes instead of overlapping transfer was published as a win under bandwidth constraints	https://arxiv.org/abs/2606.07684	READ BODY	SCD states the bottleneck premise plainly: "Disaggregated serving alleviates memory bottlenecks in Large Language Model (LLM) inference but creates a severe communication bottleneck: transmitting high-dimensional Key-Value (KV) caches often dominates time-to-first-token (TTFT)." Its result: "SCD delivers up to 2.65 × TTFT speedup over the oracle consumer prefill and dominates quantization and selective recomputation baselines on the quality--latency Pareto frontier in bandwidth-constrained regimes, while keeping generation quality within 5% F1 of the oracle." Its own limitation is stated in the abstract: reuse "across heterogeneous models (e.g. base and fine-tuned variants) causes semantic misalignment that accumulates over layers, degrading generation quality."
S11	CLOSED-1	FP8 KV-cache validated and repaired in vLLM	https://vllm.ai/blog/2026-04-22-fp8-kvcache	READ BODY	A shipped, published engineering answer covering the whole FP8 KV-cache path on Hopper and Blackwell, including two kernel-level fixes and a new user-facing flag. Verbatim: "we added a two-level accumulation strategy (see SageAttention2) that writes the partially accumulated results into an actual FP32 register (flash-attention#104), which brought the FP8 accuracy back to 89%." The recommended hybrid-model invocation is shipped as a documented quick start: "vllm serve gpt-oss-20b --kv-cache-dtype fp8 --kv-cache-dtype-skip-layers sliding_window". Also states the validated path is single-GPU: "All Hopper experiments run on a single H100 GPU using FlashAttention-3".
S11	CLOSED-2	vLLM v1 KV offloading connector shipped	https://github.com/vllm-project/vllm/blob/main/docs/features/kv_offloading_usage.md (retrieved from the extracted tree at `/tmp/kvsrc/vllm-main/docs/features/kv_offloading_usage.md`; the same page is served under https://docs.vllm.ai)	READ BODY	The v1 offloading answer exists and is documented, with two specs and a stated transfer model. Verbatim: "Two specs are available, selected by the `spec_name` key in `kv_connector_extra_config`: - `CPUOffloadingSpec` (default): single CPU tier. Completed GPU blocks are copied into pinned host memory. - `TieringOffloadingSpec`: multi-tier. A CPU primary tier plus one or more secondary tiers." And: "Transfers between GPU and CPU use DMA (`cudaMemcpyAsync`) and run asynchronously alongside model computation, so offloading adds minimal CPU- and GPU-core overhead." Backing implementation is present in-tree: `vllm/v1/kv_offload/{cpu,tiering/{fs,p2p,obj}}/` including LRU and ARC policies (`vllm/v1/kv_offload/cpu/policies/lru.py`, `arc.py`). Caveat shipped in the same doc: "This only takes effect within the process that ran the `register_cache_policy` call — it does not help when the server is launched as a separate process".
S11	CLOSED-3	SGLang unified-KV pool sizing + SWA ring accounting relanded	https://github.com/sgl-project/sglang/pull/38192	READ BODY	A working answer was reached after a revert-and-reland cycle. The PR page reports `state=MERGED`, `mergedTime=2026-09-07T20:13:05Z`. Commit message of `[PATCH 01/15]` verbatim: "Reland \"[AMD][DSV4] Fix unified-KV pool sizing and SWA ring accounting\" (#30315)" and "This reverts commit f5819b09bf6eb58c3f91381274e8fec994e4746a (#38163), restoring #30315 verbatim. The follow-up commit gates every remaining shared-path change behind the unified-KV switch."
S11	CLOSED-4	q8_0 quantized KV cache confirmed working on llama.cpp master (claim withdrawn)	https://github.com/ggml-org/llama.cpp/issues/26423	READ BODY	The question "is quantized KV cache broken on DeepSeek-V4-Flash?" was answered in the negative, by the reporter. Verbatim: "I have to correct this report. On a clean build of current master, quantized KV cache works fine here. The issue as filed is wrong and I am closing it." The reporter's own table shows the old tree producing "gibberish, 500 peg-parse" while a clean master build gives "coherent, 14.3 t/s", concluding: "So #25202 does fix it, and the arch-scoped disable from #25391 is not needed."
S11	CLOSED-5	llama.cpp Vulkan q8_0 KV dequant-once merged, but only behind a benefit gate	https://github.com/ggml-org/llama.cpp/pull/25494	READ BODY	**Corrected during verification** — this PR is merged (`merged_at: 2026-08-19T15:44:16Z`, retrieved via the search API), not closed-unmerged. The negative result lives inside it: the unconditional version of the optimization was measured as a pessimization, so a gate was added. Verbatim (comment fragment): "Testing on a 3070 - CM2 was engaging the scratch path for no benefit (slight regression, 3–6% at 16k–32k), I implemented a gate for when CM2 is engaged." The comment author was not retrievable (PR pages do not render comment bodies), so this quote is a search-API text-match fragment rather than a full-page read.
S11	CLOSED-6	MTP + `--kv-cache-dtype auto` cross-sequence corruption not reproduced	https://github.com/vllm-project/vllm/issues/46088	READ BODY	The reported KV-dtype/spec-decode interaction was answered by non-reproduction plus reporter attrition. Verbatim from the reporter `fank` (2026-08-06): "Not running Gemma anymore and therefor will not be able to reproduce it anymore." Independent test by `malaiwah` on a GLM-5.2 MLA stack verbatim: "**No cross-sequence bleed detected.**" The original report's scope is narrower than its title: "(Gemma-4 W4A16; fp8 KV unaffected)".
S11	CLOSED-7	Structural protection, not scoring, is what makes capped KV eviction work	https://arxiv.org/abs/2605.18053	READ BODY	Published working answer with a decisive positive claim. Verbatim from the abstract: "Reserving 10\% of cache at each boundary recovers 69--90\% of the $C{=}2{,}048$ reference-ceiling quality on seven LongBench models at $C{=}256$ (13\% retention); a ten-model panel spans 68--98\%." Notably in-scope for the target hardware: the regime-transfer pilot is "on Qwen3-4B (decode vs.\ prefill, $C{\in}\{512,2048\}$)" — the exact target model.
S11	CLOSED-8	KV-Direct — drop the cache, checkpoint the residual stream	https://arxiv.org/abs/2603.19664	READ BODY	A published, code-backed answer to "can we avoid the KV cache". Verbatim: "We prove that this state is entirely redundant: keys and values at every layer are deterministic projections of the residual stream, and recomputing them from a single residual vector per token incurs exactly zero reconstruction error, not approximately, but bit-identically." Scale is in-range: "We verify this across six models from four architecture families (135M to 4B parameters)."
S11	CLOSED-9	Canonical re-examination of KV compression for production serving	https://arxiv.org/abs/2503.24000	READ BODY	Published reference work with an open-sourced measurement toolkit. Verbatim (retrieved abstract; note "KV cache" appears in the raw HTML as `\texttt{KV} \texttt{cache}`, markup normalised in the quotation below): "(1) while compressing KV cache can reduce memory consumption, current implementations (e.g., FlashAttention, PagedAttention) do not optimize for production-level LLM serving, resulting in suboptimal throughput performance; (2) compressing KV cache may lead to longer outputs, resulting in increased end-to-end latency." Framing sentence: "Despite the development of many compression algorithms, their applications in production environments are still not prevalent."
S11	CLOSED-10	LMCache TurboQuant KV compression shipped with documented cost	https://github.com/LMCache/LMCache/pull/3193	READ BODY	A merged artifact that answers "what does KV compression cost?" with numbers. Verbatim from the PR body: `turboquant_4bit_nc` reconstruction `corr 0.995225`, `max_abs_err 0.505249` versus fp8 `corr 0.999645`; encode/decode `0.554/0.642 ms` versus fp8 `0.024/0.040 ms` (≈20× latency). Evidence level note: retrieved by the delegated LMCache/Dynamo investigation, which reported an automated substring re-verification of its quotes against saved HTML (33/33).
S11	CLOSED-11	SGLang chose a hard-error guard over fixing HiCache sidecar migration	https://github.com/sgl-project/sglang/issues/26975	READ BODY	The question "are HiCache host-tier hits safe with MoE routed_experts?" was answered "no, and we will fail fast rather than fix". Verbatim from `Cerdore`: "HiCache load_back relocates tokens to new slots without migrating that sidecar data, so a host-tier hit returns stale rows from whatever previously occupied the new slot. MoE is skipped on cache hits, so there's no recomputation to fix it." And: "Opened #27067 as a guard: hard error on the unsafe combo until the migration path lands. Auto-disabling either flag silently produces a different wrong result, so failing fast is the safer option." The issue itself was then closed `NOT_PLANNED` on 2026-07-10.
S11	CLOSED-12	LMCache merged a revert of its own MP adapter shim	https://github.com/LMCache/LMCache/pull/3111	READ BODY	Verbatim: "This reverts only the adapter shim (restores the pre-#3100 signature requiring parallel_strategy)." Merged 2026-04-23.
S11	CLOSED-13	TensorRT-LLM prefix caching on VSWA models — was silently disabled, then fixed	https://github.com/NVIDIA/TensorRT-LLM/issues/12563	READ BODY	A negative result that was answered. User report, verbatim: "kv_cache_enable_block_reuse=True produces no prefix caching speedup. Repeating the exact same 4K-token prompt shows identical prefill time on cold and cached runs." Maintainer explanation, verbatim: "we gradually support SWA with reuse. The reuse was disabled due to previous cache block search tree implementation limitations." Also, verbatim: "Meanwhile please note that we are pivoting to PyTorch workflow and TRT path support might be limited." Outcome: fixed by merged PR #13346 — "The PR has been merged. Please try again @albertnanda with the latest `main`…". This is therefore a documented "prefix caching did not pay off" episode that was subsequently remediated, not an open abandonment.
S12	CLOSED-1	vLLM Decode Context Parallel (DCP) for MLA — `--decode-context-parallel-size`	https://github.com/vllm-project/vllm/pull/23734	READ BODY	Merged 2025-09-06. The PR body states the design contract verbatim: "You can enable DCP with --decode-context-parallel-size/-dcp xxx (only support flashmla backend now), and tp_size needs to be divisible by dcp_size, because the world size does not change by dcp, it simply reuse the GPUs of TP group, and split one TP group into tp_size//dcp_size DCP groups. e.g. with -tp 8 -dcp 8, we use 8 GPUs with -tp 8 -dcp 4, we use 8 GPUs with -tp 4 -dcp 4 -pp 2, we use 8 GPUs and kvcache token budget always increased by `dcp` times." Reviewer LucasWilkinson is quoted in the thread asking for the split naming that produced the shipped flags: "if possible, let's denote the current pr as decode-context-parallel-size and dcp_size to leave room for prefill cp in the future." The PR's own trailing section lists unimplemented sub-features: "Future work (These items will be tackled in follow-up PRs; community contributions are warmly welcomed.): DCP support MLA fullgraph … DCP support triton_mla/cutlass_mla, DCP only support flashmla backend now KV-cache deduplication via DCP in GQA (e.g., GQA8-TP16 with DCP2) … Ring-CP style prefill context parallel (PCP) implement to optimize TTFT".
S12	CLOSED-2	vLLM DCP for GQA with FlashAttention (shipped)	https://github.com/vllm-project/vllm/pull/24864	READ BODY	Merged 2025-10-14. Verbatim test plan in the PR body: "Qwen/Qwen3-235B-A22B-Instruct-2507 / vllm serve Qwen/Qwen3-235B-A22B-Instruct-2507 --gpu-memory-utilization 0.9 --tensor-parallel-size 8 --decode-context-parallel-size 2". Verbatim mechanism: "For the query, no collective communication is required among the DCP group. For context, the KV is distributed across different DCP ranks. This PR follows the DCP decode approach from MLA, i.e., all-gathering Q and lse, then correcting the attn out before performing reduce-scatter." The reported KV-capacity effect is in the PR body's own log lines: "[kv_cache_utils.py:859] Multiplying the GPU KV cache size by the dcp_world_size 2."
S12	CLOSED-3	vLLM DCP for GQA with FlashInfer (shipped)	https://github.com/vllm-project/vllm/pull/25438	READ BODY	Merged 2025-11-14. Verbatim test plan in the PR body: "export VLLM_ATTENTION_BACKEND='FLASHINFER' vllm serve Qwen/Qwen3-235B-A22B --gpu-memory-utilization 0.9 --tensor-parallel-size 8 --decode-context-parallel-size 2". Verbatim mechanism: "FlashInfer inserts the current query KV into the cache before computation. Each query then attends to both its own KV and the context KV on the local device, with LSE applied to correct the attention outputs. In the prefill/partial-prefill stage, custom mask is added to support interleaved KV cache with FlashInfer." All three DCP backends therefore ship with TP=8 test configurations.
S12	CLOSED-4	vLLM Prefill Context Parallel (PCP) basic support (shipped)	https://github.com/vllm-project/vllm/pull/28718	READ BODY	Merged 2025-11-19. Verbatim PR body: "This PR, splited from full PR #26864, adds the basic supports for the Prefill Context Parallelism (PCP) feature, which corresponds to DCP. … Modified files such as block_tables.py to extend the KV cache storage based on DCP & PCP; Added a communication group pcp_group for PCP; Added necessary command-line arguments to control parallelism for PCP. Temporarily disabled PCP parameters until backend support is complete, then re-enable". Note the shipped state is deliberately partial: the flags exist but backend support was gated at merge time.
S12	CLOSED-5	vLLM Context Parallel Deployment doc — the written multi-GPU contract	https://github.com/vllm-project/vllm/pull/26877 (merged 2025-10-15); doc itself at `/tmp/kvsrc/vllm-main/docs/serving/context_parallel_deployment.md`	READ BODY	Merged 2025-10-15 by youkaichao ("add doc to explain the new DCP feature"). The doc is the canonical statement of why this technique class is multi-GPU by construction: "Say we have `N` GPUs, we can split the request into `N` chunks, and each GPU computes one chunk of the query/key/value tensors." It then makes DCP's dependency on TP explicit: "If one GPU cannot hold them all, or we want to hold more requests in the KV cache, we can first shard the KV cache along the `H` dimension, that's the plain tensor parallel sharding. It's as simple as adding `-tp <num_gpus>` to the command line." … "Then we need to add decode context parallel to further shard the KV cache along the `T` dimension. This is as simple as adding `-dcp <size>` to the command line. Note that `size` does not increase the number of GPUs we need to launch, but just reduces the KV cache duplication. The dcp size should lie in the range of `[1, tp_size/H]`." The doc also admits prefill CP was not finished at that point: "Both approaches are under active development." Its worked examples are all 8–16 GPU deployments: "For DeepSeek-R1, we have 1 kv-head when MLA is enabled. The typical single-node deployment with `-tp 8` causes 8x KV cache duplication. We can consider adding `-dcp 8` to reduce the KV cache duplication." … "When we deploy it with `-tp 16`, the KV cache duplication is 16x. We can add `-dcp 16` to completely remove the KV cache duplication". It credits the interleaving sharding idea to Moonshot and arXiv 2507.07120.
